emoji,name,group,sub_group,codepoints,labels
🏨,hotel,Travel & Places,place-building,1F3E8,
🏩,love hotel,Travel & Places,place-building,1F3E9,
🏪,convenience store,Travel & Places,place-building,1F3EA,
🏫,school,Travel & Places,place-building,1F3EB,
🏬,department store,Travel & Places,place-building,1F3EC,
🏭,factory,Travel & Places,place-building,1F3ED,
🏯,Japanese castle,Travel & Places,place-building,1F3EF,
🏰,castle,Travel & Places,place-building,1F3F0,
💒,wedding,Travel & Places,place-building,1F492,
🗼,Tokyo tower,Travel & Places,place-building,1F5FC,
🗽,Statue of Liberty,Travel & Places,place-building,1F5FD,
⛪,church,Travel & Places,place-religious,26EA,
🕌,mosque,Travel & Places,place-religious,1F54C,
🛕,hindu temple,Travel & Places,place-religious,1F6D5,
🕍,synagogue,Travel & Places,place-religious,1F54D,
⛩️,shinto shrine,Travel & Places,place-religious,26E9 FE0F,
⛩,shinto shrine,Travel & Places,place-religious,26E9,
🕋,kaaba,Travel & Places,place-religious,1F54B,
⛲,fountain,Travel & Places,place-other,26F2,
⛺,tent,Travel & Places,place-other,26FA,
🌁,foggy,Travel & Places,place-other,1F301,
🌃,night with stars,Travel & Places,place-other,1F303,
🏙️,cityscape,Travel & Places,place-other,1F3D9 FE0F,
🏙,cityscape,Travel & Places,place-other,1F3D9,
🌄,sunrise over mountains,Travel & Places,place-other,1F304,
🌅,sunrise,Travel & Places,place-other,1F305,
🌆,cityscape at dusk,Travel & Places,place-other,1F306,
🌇,sunset,Travel & Places,place-other,1F307,
🌉,bridge at night,Travel & Places,place-other,1F309,
♨️,hot springs,Travel & Places,place-other,2668 FE0F,
♨,hot springs,Travel & Places,place-other,2668,
🎠,carousel horse,Travel & Places,place-other,1F3A0,
🎡,ferris wheel,Travel & Places,place-other,1F3A1,
🎢,roller coaster,Travel & Places,place-other,1F3A2,
💈,barber pole,Travel & Places,place-other,1F488,
🎪,circus tent,Travel & Places,place-other,1F3AA,
🚂,locomotive,Travel & Places,transport-ground,1F682,
🚃,railway car,Travel & Places,transport-ground,1F683,
🚄,high-speed train,Travel & Places,transport-ground,1F684,
🚅,bullet train,Travel & Places,transport-ground,1F685,
🚆,train,Travel & Places,transport-ground,1F686,
🚇,metro,Travel & Places,transport-ground,1F687,
🚈,light rail,Travel & Places,transport-ground,1F688,
🚉,station,Travel & Places,transport-ground,1F689,
🚊,tram,Travel & Places,transport-ground,1F68A,
🚝,monorail,Travel & Places,transport-ground,1F69D,
🚞,mountain railway,Travel & Places,transport-ground,1F69E,
🚋,tram car,Travel & Places,transport-ground,1F68B,
🚌,bus,Travel & Places,transport-ground,1F68C,
🚍,oncoming bus,Travel & Places,transport-ground,1F68D,
🚎,trolleybus,Travel & Places,transport-ground,1F68E,
🚐,minibus,Travel & Places,transport-ground,1F690,
🚑,ambulance,Travel & Places,transport-ground,1F691,
🚒,fire engine,Travel & Places,transport-ground,1F692,
🚓,police car,Travel & Places,transport-ground,1F693,
🚔,oncoming police car,Travel & Places,transport-ground,1F694,
🚕,taxi,Travel & Places,transport-ground,1F695,
🚖,oncoming taxi,Travel & Places,transport-ground,1F696,
🚗,automobile,Travel & Places,transport-ground,1F697,
🚘,oncoming automobile,Travel & Places,transport-ground,1F698,
🚙,sport utility vehicle,Travel & Places,transport-ground,1F699,
🚚,delivery truck,Travel & Places,transport-ground,1F69A,
🚛,articulated lorry,Travel & Places,transport-ground,1F69B,
🚜,tractor,Travel & Places,transport-ground,1F69C,
🏎️,racing car,Travel & Places,transport-ground,1F3CE FE0F,
🏎,racing car,Travel & Places,transport-ground,1F3CE,
🏍️,motorcycle,Travel & Places,transport-ground,1F3CD FE0F,
🏍,motorcycle,Travel & Places,transport-ground,1F3CD,
🛵,motor scooter,Travel & Places,transport-ground,1F6F5,
🦽,manual wheelchair,Travel & Places,transport-ground,1F9BD,
🦼,motorized wheelchair,Travel & Places,transport-ground,1F9BC,
🛺,auto rickshaw,Travel & Places,transport-ground,1F6FA,
🚲,bicycle,Travel & Places,transport-ground,1F6B2,
🛴,kick scooter,Travel & Places,transport-ground,1F6F4,
🛹,skateboard,Travel & Places,transport-ground,1F6F9,
🚏,bus stop,Travel & Places,transport-ground,1F68F,
🛣️,motorway,Travel & Places,transport-ground,1F6E3 FE0F,
🛣,motorway,Travel & Places,transport-ground,1F6E3,
🛤️,railway track,Travel & Places,transport-ground,1F6E4 FE0F,
🛤,railway track,Travel & Places,transport-ground,1F6E4,
🛢️,oil drum,Travel & Places,transport-ground,1F6E2 FE0F,
🛢,oil drum,Travel & Places,transport-ground,1F6E2,
⛽,fuel pump,Travel & Places,transport-ground,26FD,
🚨,police car light,Travel & Places,transport-ground,1F6A8,
🚥,horizontal traffic light,Travel & Places,transport-ground,1F6A5,
🚦,vertical traffic light,Travel & Places,transport-ground,1F6A6,
🛑,stop sign,Travel & Places,transport-ground,1F6D1,
🚧,construction,Travel & Places,transport-ground,1F6A7,
⚓,anchor,Travel & Places,transport-water,2693,
⛵,sailboat,Travel & Places,transport-water,26F5,
🛶,canoe,Travel & Places,transport-water,1F6F6,
🚤,speedboat,Travel & Places,transport-water,1F6A4,
🛳️,passenger ship,Travel & Places,transport-water,1F6F3 FE0F,
🛳,passenger ship,Travel & Places,transport-water,1F6F3,
⛴️,ferry,Travel & Places,transport-water,26F4 FE0F,
⛴,ferry,Travel & Places,transport-water,26F4,
🛥️,motor boat,Travel & Places,transport-water,1F6E5 FE0F,
🛥,motor boat,Travel & Places,transport-water,1F6E5,
🚢,ship,Travel & Places,transport-water,1F6A2,
✈️,airplane,Travel & Places,transport-air,2708 FE0F,
✈,airplane,Travel & Places,transport-air,2708,
🛩️,small airplane,Travel & Places,transport-air,1F6E9 FE0F,
🛩,small airplane,Travel & Places,transport-air,1F6E9,
🛫,airplane departure,Travel & Places,transport-air,1F6EB,
🛬,airplane arrival,Travel & Places,transport-air,1F6EC,
🪂,parachute,Travel & Places,transport-air,1FA82,
💺,seat,Travel & Places,transport-air,1F4BA,
🚁,helicopter,Travel & Places,transport-air,1F681,
🚟,suspension railway,Travel & Places,transport-air,1F69F,
🚠,mountain cableway,Travel & Places,transport-air,1F6A0,
🚡,aerial tramway,Travel & Places,transport-air,1F6A1,
🛰️,satellite,Travel & Places,transport-air,1F6F0 FE0F,
🛰,satellite,Travel & Places,transport-air,1F6F0,
🚀,rocket,Travel & Places,transport-air,1F680,
🛸,flying saucer,Travel & Places,transport-air,1F6F8,
🛎️,bellhop bell,Travel & Places,hotel,1F6CE FE0F,
🛎,bellhop bell,Travel & Places,hotel,1F6CE,
🧳,luggage,Travel & Places,hotel,1F9F3,
⌛,hourglass done,Travel & Places,time,231B,
⏳,hourglass not done,Travel & Places,time,23F3,
⌚,watch,Travel & Places,time,231A,
⏰,alarm clock,Travel & Places,time,23F0,
⏱️,stopwatch,Travel & Places,time,23F1 FE0F,
⏱,stopwatch,Travel & Places,time,23F1,
⏲️,timer clock,Travel & Places,time,23F2 FE0F,
⏲,timer clock,Travel & Places,time,23F2,
🕰️,mantelpiece clock,Travel & Places,time,1F570 FE0F,
🕰,mantelpiece clock,Travel & Places,time,1F570,
🕛,twelve o’clock,Travel & Places,time,1F55B,
🕧,twelve-thirty,Travel & Places,time,1F567,
🕐,one o’clock,Travel & Places,time,1F550,
🕜,one-thirty,Travel & Places,time,1F55C,
🕑,two o’clock,Travel & Places,time,1F551,
🕝,two-thirty,Travel & Places,time,1F55D,
🕒,three o’clock,Travel & Places,time,1F552,
🕞,three-thirty,Travel & Places,time,1F55E,
🕓,four o’clock,Travel & Places,time,1F553,
🕟,four-thirty,Travel & Places,time,1F55F,
🕔,five o’clock,Travel & Places,time,1F554,
🕠,five-thirty,Travel & Places,time,1F560,
🕕,six o’clock,Travel & Places,time,1F555,
🕡,six-thirty,Travel & Places,time,1F561,
🕖,seven o’clock,Travel & Places,time,1F556,
🕢,seven-thirty,Travel & Places,time,1F562,
🕗,eight o’clock,Travel & Places,time,1F557,
🕣,eight-thirty,Travel & Places,time,1F563,
🕘,nine o’clock,Travel & Places,time,1F558,
🕤,nine-thirty,Travel & Places,time,1F564,
🕙,ten o’clock,Travel & Places,time,1F559,
🕥,ten-thirty,Travel & Places,time,1F565,
🕚,eleven o’clock,Travel & Places,time,1F55A,
🕦,eleven-thirty,Travel & Places,time,1F566,
🌑,new moon,Travel & Places,sky & weather,1F311,
🌒,waxing crescent moon,Travel & Places,sky & weather,1F312,
🌓,first quarter moon,Travel & Places,sky & weather,1F313,
🌔,waxing gibbous moon,Travel & Places,sky & weather,1F314,
🌕,full moon,Travel & Places,sky & weather,1F315,
🌖,waning gibbous moon,Travel & Places,sky & weather,1F316,
🌗,last quarter moon,Travel & Places,sky & weather,1F317,
🌘,waning crescent moon,Travel & Places,sky & weather,1F318,
🌙,crescent moon,Travel & Places,sky & weather,1F319,
🌚,new moon face,Travel & Places,sky & weather,1F31A,
🌛,first quarter moon face,Travel & Places,sky & weather,1F31B,
🌜,last quarter moon face,Travel & Places,sky & weather,1F31C,
🌡️,thermometer,Travel & Places,sky & weather,1F321 FE0F,
🌡,thermometer,Travel & Places,sky & weather,1F321,
☀️,sun,Travel & Places,sky & weather,2600 FE0F,
☀,sun,Travel & Places,sky & weather,2600,
🌝,full moon face,Travel & Places,sky & weather,1F31D,
🌞,sun with face,Travel & Places,sky & weather,1F31E,
🪐,ringed planet,Travel & Places,sky & weather,1FA90,
⭐,star,Travel & Places,sky & weather,2B50,
🌟,glowing star,Travel & Places,sky & weather,1F31F,
🌠,shooting star,Travel & Places,sky & weather,1F320,
🌌,milky way,Travel & Places,sky & weather,1F30C,
☁️,cloud,Travel & Places,sky & weather,2601 FE0F,
☁,cloud,Travel & Places,sky & weather,2601,
⛅,sun behind cloud,Travel & Places,sky & weather,26C5,
⛈️,cloud with lightning and rain,Travel & Places,sky & weather,26C8 FE0F,
⛈,cloud with lightning and rain,Travel & Places,sky & weather,26C8,
🌤️,sun behind small cloud,Travel & Places,sky & weather,1F324 FE0F,
🌤,sun behind small cloud,Travel & Places,sky & weather,1F324,
🌥️,sun behind large cloud,Travel & Places,sky & weather,1F325 FE0F,
🌥,sun behind large cloud,Travel & Places,sky & weather,1F325,
🌦️,sun behind rain cloud,Travel & Places,sky & weather,1F326 FE0F,
🌦,sun behind rain cloud,Travel & Places,sky & weather,1F326,
🌧️,cloud with rain,Travel & Places,sky & weather,1F327 FE0F,
🌧,cloud with rain,Travel & Places,sky & weather,1F327,
🌨️,cloud with snow,Travel & Places,sky & weather,1F328 FE0F,
🌨,cloud with snow,Travel & Places,sky & weather,1F328,
🌩️,cloud with lightning,Travel & Places,sky & weather,1F329 FE0F,
🌩,cloud with lightning,Travel & Places,sky & weather,1F329,
🌪️,tornado,Travel & Places,sky & weather,1F32A FE0F,
🌪,tornado,Travel & Places,sky & weather,1F32A,
🌫️,fog,Travel & Places,sky & weather,1F32B FE0F,
🌫,fog,Travel & Places,sky & weather,1F32B,
🌬️,wind face,Travel & Places,sky & weather,1F32C FE0F,
🌬,wind face,Travel & Places,sky & weather,1F32C,
🌀,cyclone,Travel & Places,sky & weather,1F300,
🌈,rainbow,Travel & Places,sky & weather,1F308,
🌂,closed umbrella,Travel & Places,sky & weather,1F302,
☂️,umbrella,Travel & Places,sky & weather,2602 FE0F,
☂,umbrella,Travel & Places,sky & weather,2602,
☔,umbrella with rain drops,Travel & Places,sky & weather,2614,
⛱️,umbrella on ground,Travel & Places,sky & weather,26F1 FE0F,
⛱,umbrella on ground,Travel & Places,sky & weather,26F1,
⚡,high voltage,Travel & Places,sky & weather,26A1,
❄️,snowflake,Travel & Places,sky & weather,2744 FE0F,
❄,snowflake,Travel & Places,sky & weather,2744,
☃️,snowman,Travel & Places,sky & weather,2603 FE0F,
☃,snowman,Travel & Places,sky & weather,2603,
⛄,snowman without snow,Travel & Places,sky & weather,26C4,
☄️,comet,Travel & Places,sky & weather,2604 FE0F,
☄,comet,Travel & Places,sky & weather,2604,
🔥,fire,Travel & Places,sky & weather,1F525,
💧,droplet,Travel & Places,sky & weather,1F4A7,
🌊,water wave,Travel & Places,sky & weather,1F30A,
🎃,jack-o-lantern,Activities,event,1F383,
🎄,Christmas tree,Activities,event,1F384,
🎆,fireworks,Activities,event,1F386,
🎇,sparkler,Activities,event,1F387,
🧨,firecracker,Activities,event,1F9E8,
✨,sparkles,Activities,event,2728,
🎈,balloon,Activities,event,1F388,
🎉,party popper,Activities,event,1F389,
🎊,confetti ball,Activities,event,1F38A,
🎋,tanabata tree,Activities,event,1F38B,
🎍,pine decoration,Activities,event,1F38D,
🎎,Japanese dolls,Activities,event,1F38E,
🎏,carp streamer,Activities,event,1F38F,
🎐,wind chime,Activities,event,1F390,
🎑,moon viewing ceremony,Activities,event,1F391,
🧧,red envelope,Activities,event,1F9E7,
🎀,ribbon,Activities,event,1F380,
🎁,wrapped gift,Activities,event,1F381,
🎗️,reminder ribbon,Activities,event,1F397 FE0F,
🎗,reminder ribbon,Activities,event,1F397,
🎟️,admission tickets,Activities,event,1F39F FE0F,
🎟,admission tickets,Activities,event,1F39F,
🎫,ticket,Activities,event,1F3AB,
🎖️,military medal,Activities,award-medal,1F396 FE0F,
🎖,military medal,Activities,award-medal,1F396,
🏆,trophy,Activities,award-medal,1F3C6,
🏅,sports medal,Activities,award-medal,1F3C5,
🥇,1st place medal,Activities,award-medal,1F947,
🥈,2nd place medal,Activities,award-medal,1F948,
🥉,3rd place medal,Activities,award-medal,1F949,
⚽,soccer ball,Activities,sport,26BD,
⚾,baseball,Activities,sport,26BE,
🥎,softball,Activities,sport,1F94E,
🏀,basketball,Activities,sport,1F3C0,
🏐,volleyball,Activities,sport,1F3D0,
🏈,american football,Activities,sport,1F3C8,
🏉,rugby football,Activities,sport,1F3C9,
🎾,tennis,Activities,sport,1F3BE,
🥏,flying disc,Activities,sport,1F94F,
🎳,bowling,Activities,sport,1F3B3,
🏏,cricket game,Activities,sport,1F3CF,
🏑,field hockey,Activities,sport,1F3D1,
🏒,ice hockey,Activities,sport,1F3D2,
🥍,lacrosse,Activities,sport,1F94D,
🏓,ping pong,Activities,sport,1F3D3,
🏸,badminton,Activities,sport,1F3F8,
🥊,boxing glove,Activities,sport,1F94A,
🥋,martial arts uniform,Activities,sport,1F94B,
🥅,goal net,Activities,sport,1F945,
⛳,flag in hole,Activities,sport,26F3,
⛸️,ice skate,Activities,sport,26F8 FE0F,
⛸,ice skate,Activities,sport,26F8,
🎣,fishing pole,Activities,sport,1F3A3,
🤿,diving mask,Activities,sport,1F93F,
🎽,running shirt,Activities,sport,1F3BD,
🎿,skis,Activities,sport,1F3BF,
🛷,sled,Activities,sport,1F6F7,
🥌,curling stone,Activities,sport,1F94C,
🎯,direct hit,Activities,game,1F3AF,
🪀,yo-yo,Activities,game,1FA80,
🪁,kite,Activities,game,1FA81,
🎱,pool 8 ball,Activities,game,1F3B1,
🔮,crystal ball,Activities,game,1F52E,
🧿,nazar amulet,Activities,game,1F9FF,
🎮,video game,Activities,game,1F3AE,
🕹️,joystick,Activities,game,1F579 FE0F,
🕹,joystick,Activities,game,1F579,
🎰,slot machine,Activities,game,1F3B0,
🎲,game die,Activities,game,1F3B2,
🧩,puzzle piece,Activities,game,1F9E9,
🧸,teddy bear,Activities,game,1F9F8,
♠️,spade suit,Activities,game,2660 FE0F,
♠,spade suit,Activities,game,2660,
♥️,heart suit,Activities,game,2665 FE0F,
♥,heart suit,Activities,game,2665,
♦️,diamond suit,Activities,game,2666 FE0F,
♦,diamond suit,Activities,game,2666,
♣️,club suit,Activities,game,2663 FE0F,
♣,club suit,Activities,game,2663,
♟️,chess pawn,Activities,game,265F FE0F,
♟,chess pawn,Activities,game,265F,
🃏,joker,Activities,game,1F0CF,
🀄,mahjong red dragon,Activities,game,1F004,
🎴,flower playing cards,Activities,game,1F3B4,
🎭,performing arts,Activities,arts & crafts,1F3AD,
🖼️,framed picture,Activities,arts & crafts,1F5BC FE0F,
🖼,framed picture,Activities,arts & crafts,1F5BC,
🎨,artist palette,Activities,arts & crafts,1F3A8,
🧵,thread,Activities,arts & crafts,1F9F5,
🧶,yarn,Activities,arts & crafts,1F9F6,
👓,glasses,Objects,clothing,1F453,
🕶️,sunglasses,Objects,clothing,1F576 FE0F,
🕶,sunglasses,Objects,clothing,1F576,
🥽,goggles,Objects,clothing,1F97D,
🥼,lab coat,Objects,clothing,1F97C,
🦺,safety vest,Objects,clothing,1F9BA,
👔,necktie,Objects,clothing,1F454,
👕,t-shirt,Objects,clothing,1F455,
👖,jeans,Objects,clothing,1F456,
🧣,scarf,Objects,clothing,1F9E3,
🧤,gloves,Objects,clothing,1F9E4,
🧥,coat,Objects,clothing,1F9E5,
🧦,socks,Objects,clothing,1F9E6,
👗,dress,Objects,clothing,1F457,
👘,kimono,Objects,clothing,1F458,
🥻,sari,Objects,clothing,1F97B,
🩱,one-piece swimsuit,Objects,clothing,1FA71,
🩲,swim brief,Objects,clothing,1FA72,
🩳,shorts,Objects,clothing,1FA73,
👙,bikini,Objects,clothing,1F459,
👚,woman’s clothes,Objects,clothing,1F45A,
👛,purse,Objects,clothing,1F45B,
👜,handbag,Objects,clothing,1F45C,
👝,clutch bag,Objects,clothing,1F45D,
🛍️,shopping bags,Objects,clothing,1F6CD FE0F,
🛍,shopping bags,Objects,clothing,1F6CD,
🎒,backpack,Objects,clothing,1F392,
👞,man’s shoe,Objects,clothing,1F45E,
👟,running shoe,Objects,clothing,1F45F,
🥾,hiking boot,Objects,clothing,1F97E,
🥿,flat shoe,Objects,clothing,1F97F,
👠,high-heeled shoe,Objects,clothing,1F460,
👡,woman’s sandal,Objects,clothing,1F461,
🩰,ballet shoes,Objects,clothing,1FA70,
👢,woman’s boot,Objects,clothing,1F462,
👑,crown,Objects,clothing,1F451,
👒,woman’s hat,Objects,clothing,1F452,
🎩,top hat,Objects,clothing,1F3A9,
🎓,graduation cap,Objects,clothing,1F393,
🧢,billed cap,Objects,clothing,1F9E2,
⛑️,rescue worker’s helmet,Objects,clothing,26D1 FE0F,
⛑,rescue worker’s helmet,Objects,clothing,26D1,
📿,prayer beads,Objects,clothing,1F4FF,
💄,lipstick,Objects,clothing,1F484,
💍,ring,Objects,clothing,1F48D,
💎,gem stone,Objects,clothing,1F48E,
🔇,muted speaker,Objects,sound,1F507,
🔈,speaker low volume,Objects,sound,1F508,
🔉,speaker medium volume,Objects,sound,1F509,
🔊,speaker high volume,Objects,sound,1F50A,
📢,loudspeaker,Objects,sound,1F4E2,
📣,megaphone,Objects,sound,1F4E3,
📯,postal horn,Objects,sound,1F4EF,
🔔,bell,Objects,sound,1F514,
🔕,bell with slash,Objects,sound,1F515,
🎼,musical score,Objects,music,1F3BC,
🎵,musical note,Objects,music,1F3B5,
🎶,musical notes,Objects,music,1F3B6,
🎙️,studio microphone,Objects,music,1F399 FE0F,
🎙,studio microphone,Objects,music,1F399,
🎚️,level slider,Objects,music,1F39A FE0F,
🎚,level slider,Objects,music,1F39A,
🎛️,control knobs,Objects,music,1F39B FE0F,
🎛,control knobs,Objects,music,1F39B,
🎤,microphone,Objects,music,1F3A4,
🎧,headphone,Objects,music,1F3A7,
📻,radio,Objects,music,1F4FB,
🎷,saxophone,Objects,musical-instrument,1F3B7,
🎸,guitar,Objects,musical-instrument,1F3B8,
🎹,musical keyboard,Objects,musical-instrument,1F3B9,
🎺,trumpet,Objects,musical-instrument,1F3BA,
🎻,violin,Objects,musical-instrument,1F3BB,
🪕,banjo,Objects,musical-instrument,1FA95,
🥁,drum,Objects,musical-instrument,1F941,
📱,mobile phone,Objects,phone,1F4F1,
📲,mobile phone with arrow,Objects,phone,1F4F2,
☎️,telephone,Objects,phone,260E FE0F,
☎,telephone,Objects,phone,260E,
📞,telephone receiver,Objects,phone,1F4DE,
📟,pager,Objects,phone,1F4DF,
📠,fax machine,Objects,phone,1F4E0,
